Roaster	Coffeename	Region	Producer	Variety	Processing	Tastingnotes	Filename	Country	Altitude	Directtrade	J	Process	Varietal	Harvet	Procesing	Url	Farm	Harvesttime	Certification	Latitude	Bean
Sey Coffee	Finca Danny	Acevedo, Huila	JHON WILSON POVEDA	NA	NA	a nice articulated lemon zest acidity,  body,  chocolaty sweetness,  love from Jhon Wilson Poveda: heavy currant fruit, know	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,700 masl	NA	16	WASHED	V. Colombia, Castillo, Caturra	Mitaca; June, 2019	Harvested at peak ripeness. Floated. Depulped. Dry fermented for 35 hours. Dried on raised beds for 30 days.	https://www.seycoffee.com/collections/archived-coffees/products/finca-danny-mitaca	NA	NA	NA	NA	NA
Sey Coffee	Finca Danny	Acevedo, Huila	FLOR MILENA	NA	NA	a lively acidity,  with deep sweetness, fruits	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,700 masl	NA	17	WASHED	V. Colombia, Castillo, Caturra	Main; December, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 35 hours. Dried on raised beds for 30 days.	https://www.seycoffee.com/collections/archived-coffees/products/flor-milena	NA	NA	NA	NA	NA
Sey Coffee	Mas Morenos	Santa Bárbara	Mario Moreno	NA	NA	balance,  has excellent depth of structure, sweetness-focused	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Honduras	1,650 masl	NA	18	Washed	Pacas, Cataui	May, 2019	Harvested at peak ripeness. Floated. Depulped. Dry fermented for 24 hours. Washed. Dried on raised beds for 16 days.	https://www.seycoffee.com/collections/archived-coffees/products/mas-morenos-1	NA	NA	NA	NA	NA
Sey Coffee	Lugmapata	Pallatanga	ENRIQUE MERINO	NA	NA	a whisper of delicate florals,  almost wine-like acidity,  red berries, heavy	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ecuador	1,700 masl	NA	19	WASHED	Sidra	July - September, 2020	Hand picked at peak ripeness. Floated. Held for 24 hours in-cherry. Depulped. Dry fermented for another 48 hours. Dried on raised beds.	https://www.seycoffee.com/collections/archived-coffees/products/lugmapata-sidra-2020	NA	NA	NA	NA	NA
Sey Coffee	Wate Gogugu	Uraga, Guji	KADIR JABRIL	NA	NA	a lively citrus acidity,  packed with intoxicating honeysuckle,  passion fruit, complex	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ethiopia	2,000 - 2,280 masl	NA	20	WASHED	Ethiopian Landrace	January, 2021	Hand picked at peak ripeness. Fermented underwater for 36-48 hours. Washed and soaked in clean water. Dried on raised beds for 10-14 days.	https://www.seycoffee.com/collections/archived-coffees/products/wate-gogugu	NA	NA	NA	NA	NA
Sey Coffee	El Placer	San Antonio, Tolima	Jesus Antonio Saavedra	NA	NA	clarity,  has excellent sweetness, fruits	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	2,125 masl	NA	21	Washed	Castillo	Mitaca; December, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Wet fermented for 36 hours. Dried on raised beds until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/el-placer-castillo-2020	NA	NA	NA	NA	NA
Sey Coffee	El Baisero	Berlin, Planadas, Tolima	MARLENY OLAYA MURCIA	NA	NA	panela,  stone fruit, cherry	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	2,114 masl	NA	22	WASHED	Caturra, Colombia, Typica	August, 2020	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 24-36 hours. Dried on raised beds for 15-20 days.	https://www.seycoffee.com/collections/archived-coffees/products/el-baisero	NA	NA	NA	NA	NA
Sey Coffee	Finca Paraiso	Tarqui	SINFOROSO RAMOS	NA	NA	papaya-like florality,  rounds out with a satisfyingly ripe plum sweetness, tea	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	2,000 masl	NA	23	WASHED	Caturra	June, 2019	Harvested at peak ripeness. Floated. Depulped. Dry fermented for 35 hours. Dried on raised beds for 25 days.	https://www.seycoffee.com/collections/archived-coffees/products/finca-paraiso	NA	NA	NA	NA	NA
Sey Coffee	Gatomboya	Nyeri	NA	NA	NA	a bright Kenyan acidity,  ripe plum with a tropical fruit complexity, round	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Kenya	1,770 masl	NA	24	WASHED	SL28, SL32, Ruiru 11, Batian	January, 2020	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Density graded and separated. Dry fermented for 16-24 hours. Washed, and again density graded into AA and AB. Soaked under clean water from the Gatomboya Stream for 8-14 hours. Dried on raised beds until moisture content reaches 10.4%.	https://www.seycoffee.com/collections/archived-coffees/products/gatomboya	NA	NA	NA	NA	NA
Sey Coffee	Floripondio	Samaipata, Santa Cruz	LA FAMILIA RODRIGUEZ	NA	NA	papaya,  some fruit notes of plum,  sweet with a nice tea like florality, elegant	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Bolivia	1,710 masl	NA	25	WASHED	Caturra	June, 2019	Hand picked at peak ripeness. Floated. Depulped. Dry fermented for 25 hours. Dried on raised beds for 25 days.	https://www.seycoffee.com/collections/archived-coffees/products/floripondio-caturra	NA	NA	NA	NA	NA
Sey Coffee	Benti Nenka	Hambela Wamena, Guji	GUDUBA WET MILL	NA	NA	excellent complexity of fruits—ripe peach,  melon—and a long vanilla finish,  star fruit, acidity	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ethiopia	1,925 - 2,110 masl	NA	26	WASHED	Ethiopian Landrace	October, 2020	Harvested at peak ripeness. Floated. Depulped. Wet fermented for 36-48 hours. Dried on raised beds for 10-14 days.	https://www.seycoffee.com/collections/archived-coffees/products/benti-nenka-2021	NA	NA	NA	NA	NA
Sey Coffee	Mazateca #1	Sierra Mazateca, Oaxaca	NA	NA	NA	a soft lemon acidity,  blackberry,  darker fruits of plum,  syrupy sweetness, deep	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Mexico	1,800 - 2,000 masl	NA	27	WASHED	Typica, Bourbon	July, 2020	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 24-36 hours. Dried on raised beds for 10-15 days.	https://www.seycoffee.com/collections/archived-coffees/products/mazateca-1	NA	NA	NA	NA	NA
Sey Coffee	Reina De Saba; Mitaca Harvesta	Santa Monica, San Agustín	ALEJANDRO RENJIFO	NA	NA	bergamot citrus oil,  fresh peach,  honeysuckle, jasmine	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,800 masl	NA	28	WASHED	Gesha	Mitaca; November, 2020	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 35 hours. Dried on raised beds for 30 days.	https://www.seycoffee.com/collections/archived-coffees/products/reina-de-saba-mitaca-gesha-2020	NA	NA	NA	NA	NA
Sey Coffee	El Progresso	Alto Horizonte, Suaza, Huila	YAMIR ANACONA	NA	NA	almost violet-like,  cherry,  filled out with a delicate,  florality,  raspberry,  with a ripe sweetness of strawberry, structured	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,650 masl	NA	29	WASHED	V. Colombia, Caturra	October, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented in tanks for 22 hours. Dried on raised beds until moisture content is between 10% - 11%.	https://www.seycoffee.com/collections/archived-coffees/products/el-progresso	NA	NA	NA	NA	NA
Sey Coffee	Gaharo Hill	Muramvya	BUKEYE	NA	NA	honey,  tequila sunrise, plum	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Burundi	1,700 - 2,100 masl	NA	30	WASHED	Field Blend	May 6th - 25th, 2020	Hand picked at peak ripeness. Floated and hand sorted to further remove defects; depulped on the day of harvest. Single-fermented dry for 12 hours. Rinsed in fresh water. Density graded. Dried on traditional African raised beds for 16-20 days until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/gaharo-hill	NA	NA	NA	NA	NA
Sey Coffee	Kubi	Gedeb, Gedeo	NA	NA	NA	a lively citrus acidity,  peach, florals	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ethiopia	2,200 masl	NA	31	WASHED	Ethiopian Landrace	January, 2021	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Grade 1 density separated. Fermented underwater for 36 hours. Dried on raised beds for 10-14 days.	https://www.seycoffee.com/collections/archived-coffees/products/kubi	NA	NA	NA	NA	NA
Sey Coffee	Buesaco	Buesaco, Nariño	THREE PRODUCER BLEND	NA	NA	lively citrus-froward acidity,  with a ripe stone fruit profile, clean	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	2,000 - 2,100 masl	NA	32	WASHED	Caturra	June, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented in tanks for 13-16 hours. Dried on raised beds for 12-18 days.	https://www.seycoffee.com/collections/archived-coffees/products/buesaco	NA	NA	NA	NA	NA
Sey Coffee	El Pino	La Marimba, Acevedo, Huila	MARIA LUNID ASCENCIO	NA	NA	a very long finish ,  delicate florals,  elegant selection,  filled with deep black currant,  singing guava-like acidity, sophisticated	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,750 masl	NA	33	WASHED	Variety Colombia	Main; January, 2021	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Fermented in cherry for 12 hours, pulped, and dry fermented for an additional 36 hours. Dried on raised beds until moisture content reaches 10-11%.	https://www.seycoffee.com/collections/archived-coffees/products/maria-lunid-ascencio	NA	NA	NA	NA	NA
Sey Coffee	Finca El Meridiano	Quito	MARIO JOSE HERVAS	NA	NA	a nice honeysuckle subtlety in the cup,  raspberry complexity, juice	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ecuador	1,450 masl	NA	34	WASHED	Mejorado	June - October, 2019	Hand-picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented in tanks for 18-20 hours. Dried on raised beds for 12-18 days.	https://www.seycoffee.com/collections/archived-coffees/products/finca-el-meridiano	NA	NA	NA	NA	NA
Sey Coffee	Lugmapata	Pallatanga	ENRIQUE MERINO	NA	NA	aromatic coffee is almost gesha-like in structure,  jasmine,  lemongrass,  with notes of fresh bergamot, floral	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ecuador	1,700 masl	NA	35	WASHED	Mejorado	July - September, 2019	Hand picked at peak ripeness. Floated. Held for 24 hours in-cherry. Depulped. Dry fermented for another 48 hours. Dried on raised beds.	https://www.seycoffee.com/collections/archived-coffees/products/lugmapata-mejorado	NA	NA	NA	NA	NA
Sey Coffee	Geta Bore	Gomma, Jimma	NA	NA	NA	a peach,  citrus complexity,  intense jasmine aromatics, sweetness	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ethiopia	2,000 - 2,100 masl	NA	36	WASHED	Ethiopian Landrace	January, 2021	Hand picked at peak ripeness. Floated to further remove defects. Depulped using an eco-pulper. Soaked in clean water for 12 hours. Grade 1 density separated. Dried on raised beds for 9-14 days.	https://www.seycoffee.com/collections/archived-coffees/products/geta-bore	NA	NA	NA	NA	NA
Sey Coffee	Buena Vista	La Muralla, San Agustín, Huila	DAMIAN BOLAÑOS	NA	NA	citrus, watermelon	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,843 masl	NA	37	WASHED	Caturra, V. Colombia	July - August, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Dry fermented for 24 hours. Dried in raised parabolic driers.	https://www.seycoffee.com/collections/archived-coffees/products/buena-vista	NA	NA	NA	NA	NA
Sey Coffee	Finca Danny	Acevedo, Huila	JHON WILSON POVEDA	NA	NA	depth,  elegant yet bright citrus-like acidities,  we find forest berries,  with a cocoa complexity, cup	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,700 masl	NA	38	WASHED	V. Colombia, Castillo, Caturra	Main; December, 2019	Harvested at peak ripeness. Floated. Depulped. Dry fermented for 35 hours. Dried on raised beds for 30 days.	https://www.seycoffee.com/collections/archived-coffees/products/finca-danny-2020	NA	NA	NA	NA	NA
Sey Coffee	Ninga Hill	Muramvya	BUKEYE	NA	NA	a very uplifting lemon acidity,  red tea,  spice, fruits	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Burundi	1,800 - 2,000 masl	NA	39	WASHED	Field Blend	March 8th - May 14th, 2020	Hand picked at peak ripeness. Floated and hand sorted to further remove defects; depulped on the day of harvest. Single-fermented dry for 12 hours. Rinsed in fresh water. Density graded. Dried on traditional African raised beds for 16-20 days until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/ninga-hill	NA	NA	NA	NA	NA
Sey Coffee	Harbegona	Bensa, Sidama	HELEANNA GEORGALIS	NA	NA	elegant with a bright,  lively acidity, delicate	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ethiopia	2,300 masl	NA	40	WASHED	Ethiopian Landrace	January, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Grade 1 density separated. Wet fermented for 12-14 hours. Dried on raised beds for 10-12 days.	https://www.seycoffee.com/collections/archived-coffees/products/harbegona-1	NA	NA	NA	NA	NA
Sey Coffee	Bensa Logita	Bensa, Sidama	HELEANNA GEORGALIS	NA	NA	passion fruit,  we taste ripe mango,  with an effervescent citrus acidity, cup	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Ethiopia	2,100 masl	NA	41	WASHED	Ethiopian Landrace	January, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Anaerobic fermented for 60 hours. Washed. Dried on raised beds for 16 days.	https://www.seycoffee.com/collections/archived-coffees/products/bensa-logita	NA	NA	NA	NA	NA
Sey Coffee	La Esperanza	San Agustín, Huila	ESNAIDER ORTEGA	NA	NA	a cocoa finish,  balanced acidity,  soft,  with ripe cherry, sweetness-driven	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,750 masl	NA	42	WASHED	Yellow Caturra	Mitaca; January, 2020	Hand picked at peak ripeness. Floated to further remove defects and pulped on the day of harvest. Dry fermented in oak barrels for 30 hours. Wood is used because it is how Esnaider’s grandfather used to ferment, and its porous nature potentially supports more microbiological activity, and therefore more interesting fermentation. The coffee is then hung to dry in sacks, and left to ferment for another 8 hours without mucilage. Dried for 34-40 days.	https://www.seycoffee.com/collections/archived-coffees/products/la-esperanza-2020	NA	NA	NA	NA	NA
Sey Coffee	Giakanja AA	Nyeri	NA	NA	NA	a softer—almost delicate—melon finish,  mango,  pink grapefruit,  we find intense acidity, cup	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Kenya	1,700 - 1,800 masl	NA	43	WASHED	SL28, SL34, Ruiru 11	December, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Dry fermented for 16-24 hours. Soaked in clean water for an additional 24 hours. Dried on raised beds for 10-18 days.	https://www.seycoffee.com/collections/archived-coffees/products/giakanja-aa	NA	NA	NA	NA	NA
Sey Coffee	Finca El Mirador	Aipe, Huila	Jose Canacue	NA	NA	a delicate lemongrass acidity,  a ripe orange chocolate body, sweetness	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,940 masl	NA	44	Washed	V. Colombia	June - August, 2019	Hand picked at peak ripeness. Floated. Depulped. 12-hour fermentation in cherry, followed by a 40-hour dry fermentation. Dried on parabolic dryers until moisture content reaches 10.7%.	https://www.seycoffee.com/collections/archived-coffees/products/el-mirador	NA	NA	NA	NA	NA
Sey Coffee	El Placer	San Antonio, Tolima	Jesus Antonio Saavedra	NA	NA	forest berries,  notes of red tea, acidities	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	2,125 masl	NA	45	WASHED	Red Caturra	Mitaca; December, 2019	Hand picked at peak ripeness. Floated to further remove defects and depulped on the day of harvest. Wet fermented for 36 hours. Dried on raised beds until moisture content reaches 10.5%.	https://www.seycoffee.com/collections/archived-coffees/products/el-placer-red-caturra-2020	NA	NA	NA	NA	NA
Sey Coffee	La Casita	La Cartagena, Urrao, Antioquia	Gustavo & Adriana	NA	NA	a dynamic pomegranate,  a very long,  almost tropical complexity,  currant,  satisfyingly ripe finish, sweetness	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,950 masl	NA	46	Washed	Caturra	November, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Wet fermented for 48 hours in tanks. Dried on raised beds until moisture content reaches between 10%-11%.	https://www.seycoffee.com/collections/archived-coffees/products/gustavo-adriana-caturra	NA	NA	NA	NA	NA
Sey Coffee	Sebastian Trujillo	Peñas Negras, Tarqui, Huila	FINCA GLOBITO	NA	NA	a lightly oxidized oolong florality,  a soft nuanced citrus acidity,  vanilla, fruit	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,700 masl	NA	47	WASHED	V. Colombia, Castillo, Caturra	Mitaca; November, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Dry fermented for 40 hours. Dried on raised beds for 20-30 days.	https://www.seycoffee.com/collections/archived-coffees/products/sebastian-trujillo	NA	NA	NA	NA	NA
Sey Coffee	Finca Bianca	Triunfo, Tarqui, Huila	JOSÉ OSORIO	NA	NA	a delicate florality,  a subtle citrus acidity,  berries,  more fruit forward profile of grape, sweet	../Automatic_Drip/R/outputs//SeyArchive_20210802.csv	Colombia	1,850 masl	NA	48	WASHED	V. Colombia, Castillo, Caturra	November, 2020	Hand picked at peak ripeness. Floated to further remove defects. Depulped. Dry fermented for 36 hours. Washed twice in clean water. Dried on raised beds for 15-20 days.	https://www.seycoffee.com/collections/archived-coffees/products/jose-osorio	NA	NA	NA	NA	NA
